technique,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,priority
Outcome First M15,2026-06-12 15:15:00+00:00,2026-06-15 02:30:00+00:00,1,4213.775,4175.542303374381,3.0,3.0,2.9889786089606445,target,2
V1 Legacy M15,2026-06-15 01:45:00+00:00,2026-06-15 18:00:00+00:00,1,4317.355,4283.925023203848,2.0,0.21477729535327567,0.20186267376581182,time_exit,3
Structural Frequency M15,2026-06-15 07:30:00+00:00,2026-06-15 13:30:00+00:00,1,4316.635,4299.797713006862,2.0,2.0,1.9743626452304388,target,4
M15-0591 MTF,2026-06-15 09:15:00+00:00,2026-06-15 12:30:00+00:00,1,4339.965,4326.626560690018,3.0,-1.0,-1.0325372774066006,stop,0
V1 Legacy M15,2026-06-15 20:15:00+00:00,2026-06-16 03:45:00+00:00,-1,4315.698,4327.828929819992,2.0,-1.0,-1.0355759868702554,stop,3
M15-0591 MTF,2026-06-16 08:15:00+00:00,2026-06-16 14:30:00+00:00,1,4337.655,4325.572952335903,3.0,-1.0,-1.035901654426426,stop,0
V1 Legacy M15,2026-06-16 08:30:00+00:00,2026-06-16 14:30:00+00:00,1,4341.075,4321.750549084897,2.0,-1.0,-1.022464157036448,stop,3
Outcome First M15,2026-06-16 11:30:00+00:00,2026-06-16 13:00:00+00:00,-1,4341.925,4349.966009984204,2.0,-1.0,-1.053997259156866,stop,2
M15-0591 MTF,2026-06-16 15:00:00+00:00,2026-06-16 16:00:00+00:00,-1,4323.895,4336.1376609236295,3.0,-1.0,-1.035318261503548,stop,0
V1 Legacy M15,2026-06-16 16:15:00+00:00,2026-06-17 04:45:00+00:00,1,4345.925,4320.051232235651,2.0,-1.0,-1.0167966453111175,stop,3
Structural Frequency M15,2026-06-16 16:15:00+00:00,2026-06-17 04:45:00+00:00,1,4345.925,4320.051232235651,3.0,-1.0,-1.0167966453111175,stop,4
Structural Portfolio MTF,2026-06-17 00:30:00+00:00,2026-06-17 04:30:00+00:00,1,4336.995,4327.891413670508,2.0,-1.0,-1.0476405104870583,stop,1
M15-0591 MTF,2026-06-17 04:45:00+00:00,2026-06-17 09:45:00+00:00,-1,4322.995,4334.662396339179,3.0,-1.0,-1.0370519255052923,stop,0
Structural Frequency M15,2026-06-17 09:30:00+00:00,2026-06-17 14:45:00+00:00,1,4331.885,4316.342725275536,2.0,2.0,1.9721283719610132,target,4
M15-0591 MTF,2026-06-17 14:15:00+00:00,2026-06-17 15:00:00+00:00,1,4342.165,4331.7254638248405,4.0,-1.0,-1.0415934666746216,stop,0
Outcome First M15,2026-06-17 17:00:00+00:00,2026-06-17 17:45:00+00:00,-1,4359.278,4367.187271023949,3.0,-1.0,-1.055116052880229,stop,2
V1 Legacy M15,2026-06-17 17:45:00+00:00,2026-06-17 18:15:00+00:00,1,4376.278,4353.998674038042,2.0,-1.0,-1.0196427755824948,stop,3
Structural Portfolio MTF,2026-06-18 03:00:00+00:00,2026-06-18 15:45:00+00:00,-1,4310.695,4331.1563158486115,4.0,4.0,3.978932464403102,target,1
V1 Legacy M15,2026-06-18 08:00:00+00:00,2026-06-18 11:15:00+00:00,-1,4288.535,4310.307911567919,2.0,2.0,1.980303346262983,target,3
M15-0591 MTF,2026-06-18 09:30:00+00:00,2026-06-18 19:45:00+00:00,-1,4266.115,4282.79419064217,4.0,3.13624330593973,3.1106658358362713,time_exit,0
V1 Legacy M15,2026-06-18 15:30:00+00:00,2026-06-19 03:30:00+00:00,-1,4235.575,4258.801878362953,3.0,3.0,2.9817643381352714,target,3
M15-0591 MTF,2026-06-18 23:45:00+00:00,2026-06-19 04:45:00+00:00,-1,4194.555,4208.792117671254,4.0,4.0,3.9705378918903707,target,0
V1 Legacy M15,2026-06-19 03:45:00+00:00,2026-06-22 01:00:00+00:00,-1,4162.025,4184.404036148754,3.0,-1.0,-1.018597874244158,stop,3
M15-0591 MTF,2026-06-19 04:45:00+00:00,2026-06-19 07:15:00+00:00,-1,4135.085,4156.09826189269,4.0,-1.0,-1.019678453640929,stop,0
Outcome First M15,2026-06-19 10:15:00+00:00,2026-06-19 13:00:00+00:00,-1,4155.005,4171.538358662238,3.0,-1.0,-1.0251310401285247,stop,2
Structural Frequency M15,2026-06-19 10:15:00+00:00,2026-06-19 13:00:00+00:00,-1,4155.005,4171.538358662238,3.0,-1.0,-1.0251310401285247,stop,4
V1 Legacy M15,2026-06-22 05:30:00+00:00,2026-06-22 22:45:00+00:00,1,4193.795,4169.4828215941125,2.0,-0.16452659787291343,-0.1817763684610743,time_exit,3
Structural Frequency M15,2026-06-22 08:00:00+00:00,2026-06-22 09:15:00+00:00,-1,4190.195,4208.002013853442,2.0,-1.0,-1.0235311492116912,stop,4
Structural Portfolio MTF,2026-06-22 23:00:00+00:00,2026-06-22 23:45:00+00:00,-1,4189.438,4194.903420023302,3.0,-1.0,-1.0766535413955087,stop,1
V1 Legacy M15,2026-06-22 23:45:00+00:00,2026-06-23 00:00:00+00:00,1,4194.655,4187.611281052772,2.0,-1.0,-1.0595517088547513,stop,3
V1 Legacy M15,2026-06-23 00:15:00+00:00,2026-06-23 01:15:00+00:00,-1,4178.505,4195.677410724906,2.0,-1.0,-1.024332663986075,stop,3
Structural Portfolio MTF,2026-06-23 01:30:00+00:00,2026-06-23 06:15:00+00:00,-1,4177.995,4199.164940376932,3.0,3.0,2.980264493306969,target,1
V1 Legacy M15,2026-06-23 01:30:00+00:00,2026-06-23 03:30:00+00:00,-1,4177.995,4199.164940376932,2.0,2.0,1.980264493306969,target,3
V1 Legacy M15,2026-06-23 05:00:00+00:00,2026-06-23 22:15:00+00:00,-1,4117.905,4147.793584159604,3.0,0.1425293341849543,0.1287518163941799,time_exit,3
M15-0591 MTF,2026-06-23 05:30:00+00:00,2026-06-23 14:15:00+00:00,-1,4124.995,4141.213300991524,4.0,-1.0,-1.0254341993169058,stop,0
Structural Portfolio MTF,2026-06-23 14:45:00+00:00,2026-06-24 08:00:00+00:00,-1,4125.975,4145.9299955501665,4.0,2.5687803272686502,2.548103925764939,time_exit,1
Outcome First M15,2026-06-23 14:45:00+00:00,2026-06-24 02:45:00+00:00,-1,4125.975,4145.9299955501665,3.0,3.0,2.979323598496289,target,2
Structural Frequency M15,2026-06-23 14:45:00+00:00,2026-06-24 02:45:00+00:00,-1,4125.975,4145.9299955501665,3.0,3.0,2.979323598496289,target,4
V1 Legacy M15,2026-06-23 22:30:00+00:00,2026-06-23 23:45:00+00:00,-1,4105.765,4115.524250278675,2.0,2.0,1.9579295039807345,target,3
M15-0591 MTF,2026-06-23 22:45:00+00:00,2026-06-24 02:45:00+00:00,-1,4103.795,4115.66210033441,4.0,4.0,3.9654187216391805,target,0
M15-0591 MTF,2026-06-24 03:15:00+00:00,2026-06-24 05:45:00+00:00,-1,4057.555,4078.211409701212,4.0,-1.0,-1.0196430795994618,stop,0
Outcome First M15,2026-06-24 08:00:00+00:00,2026-06-24 12:30:00+00:00,-1,4074.665,4095.3546731584806,3.0,3.0,2.980305802954022,target,2
V1 Legacy M15,2026-06-24 09:30:00+00:00,2026-06-24 12:30:00+00:00,-1,4069.125,4088.4223568950883,2.0,2.0,1.9789135630225314,target,3
M15-0591 MTF,2026-06-24 12:15:00+00:00,2026-06-24 23:30:00+00:00,-1,4037.985,4059.5902138200986,4.0,1.852330661165268,1.8336407975350195,time_exit,0
V1 Legacy M15,2026-06-24 17:30:00+00:00,2026-06-25 10:45:00+00:00,-1,3990.315,4023.5697370745465,2.0,0.14584388350831823,0.13384464565220472,time_exit,3
V1 Legacy M15,2026-06-25 11:30:00+00:00,2026-06-25 12:45:00+00:00,-1,3977.065,3990.1841924921077,2.0,-1.0,-1.0303148612415935,stop,3
V1 Legacy M15,2026-06-25 16:00:00+00:00,2026-06-26 02:45:00+00:00,1,4041.045,4003.3505181527275,2.0,-1.0,-1.0107205214184218,stop,3
Structural Portfolio MTF,2026-06-25 17:00:00+00:00,2026-06-26 09:30:00+00:00,-1,4028.485,4045.0880950187407,3.0,-1.0,-1.0242634580808754,stop,1
Outcome First M15,2026-06-25 17:00:00+00:00,2026-06-26 02:45:00+00:00,-1,4028.485,4045.0880950187407,2.0,2.0,1.9757365419191246,target,2
Structural Frequency M15,2026-06-25 17:00:00+00:00,2026-06-26 02:45:00+00:00,-1,4028.485,4045.0880950187407,2.0,2.0,1.9757365419191246,target,4
M15-0591 MTF,2026-06-26 00:30:00+00:00,2026-06-26 01:15:00+00:00,-1,4015.215,4025.1584678085474,4.0,-1.0,-1.040380429416673,stop,0
M15-0591 MTF,2026-06-26 02:45:00+00:00,2026-06-26 05:30:00+00:00,-1,3992.005,4017.609569754594,3.0,-1.0,-1.0155909864460182,stop,0
M15-0591 MTF,2026-06-26 08:30:00+00:00,2026-06-26 14:00:00+00:00,1,4035.435,4024.553738395384,3.0,3.0,2.9629139051459985,target,0
V1 Legacy M15,2026-06-26 09:30:00+00:00,2026-06-26 15:45:00+00:00,1,4047.925,4024.7867423888256,2.0,2.0,1.982505489099382,target,3
M15-0591 MTF,2026-06-26 14:15:00+00:00,2026-06-28 22:30:00+00:00,1,4082.115,4056.7455536078787,3.0,-1.0,-1.0160906743367792,stop,0
V1 Legacy M15,2026-06-28 22:00:00+00:00,2026-06-28 22:30:00+00:00,1,4086.298,4063.3858256894882,2.0,-1.0,-1.0178346146665151,stop,3
M15-0591 MTF,2026-06-28 23:30:00+00:00,2026-06-29 01:00:00+00:00,-1,4056.675,4071.4472130110803,3.0,-1.0,-1.0274615252092374,stop,0
Structural Portfolio MTF,2026-06-29 06:15:00+00:00,2026-06-29 10:00:00+00:00,1,4059.475,4038.033001325768,2.0,-1.0,-1.0189323535630963,stop,1
V1 Legacy M15,2026-06-29 09:00:00+00:00,2026-06-29 14:30:00+00:00,-1,4046.805,4069.3369011169134,2.0,2.0,1.9820396646558942,target,3
M15-0591 MTF,2026-06-29 14:45:00+00:00,2026-06-30 01:15:00+00:00,-1,4020.715,4036.5372614993694,3.0,3.0,2.974588240750791,target,0
V1 Legacy M15,2026-06-29 19:00:00+00:00,2026-06-30 01:15:00+00:00,-1,4013.175,4025.7323387868355,3.0,3.0,2.9680411983133936,target,3
Structural Frequency M15,2026-06-30 08:45:00+00:00,2026-06-30 14:15:00+00:00,-1,4017.628,4038.368757219234,2.0,-1.0,-1.0193706910385814,stop,4
V1 Legacy M15,2026-06-30 11:15:00+00:00,2026-06-30 12:30:00+00:00,1,4033.115,4017.0666251948546,2.0,-1.0,-1.0251309870872842,stop,3
M15-0591 MTF,2026-06-30 20:30:00+00:00,2026-07-01 02:15:00+00:00,-1,4012.635,4023.1511374205666,4.0,4.0,3.9618430718473445,target,0
V1 Legacy M15,2026-06-30 22:00:00+00:00,2026-07-01 01:15:00+00:00,-1,4009.785,4023.544068141504,2.0,2.0,1.970857147019248,target,3
V1 Legacy M15,2026-07-01 05:15:00+00:00,2026-07-01 08:30:00+00:00,-1,3971.715,3983.1924888511157,3.0,-1.0,-1.0346043899630009,stop,3
M15-0591 MTF,2026-07-01 07:15:00+00:00,2026-07-01 08:00:00+00:00,-1,3961.265,3978.1140676929417,4.0,-1.0,-1.0235102919175723,stop,0
M15-0591 MTF,2026-07-01 11:45:00+00:00,2026-07-01 13:15:00+00:00,1,4029.055,4013.7770877398398,3.0,-1.0,-1.0263717642266248,stop,0
V1 Legacy M15,2026-07-02 00:15:00+00:00,2026-07-02 06:15:00+00:00,1,4044.485,4029.7287661627606,2.0,2.0,1.9725913465142226,target,3
Structural Frequency M15,2026-07-02 11:45:00+00:00,2026-07-02 12:45:00+00:00,1,4071.085,4056.4402460362244,2.0,2.0,1.9722010693380716,target,4
V1 Legacy M15,2026-07-02 23:30:00+00:00,2026-07-02 23:45:00+00:00,1,4129.595,4121.537870822213,2.0,-1.0,-1.0512539256710078,stop,3
V1 Legacy M15,2026-07-03 00:15:00+00:00,2026-07-03 01:15:00+00:00,1,4134.565,4119.990880173616,2.0,2.0,1.9716307739386425,target,3
M15-0591 MTF,2026-07-03 00:30:00+00:00,2026-07-03 01:30:00+00:00,1,4136.865,4121.672056208339,3.0,3.0,2.9727711425992984,target,0
Structural Portfolio MTF,2026-07-03 07:00:00+00:00,2026-07-03 14:15:00+00:00,1,4172.865,4159.478374034644,3.0,-1.0,-1.0311718950749742,stop,1
V1 Legacy M15,2026-07-03 08:15:00+00:00,2026-07-03 13:15:00+00:00,1,4183.885,4168.2226094622865,2.0,-1.0,-1.026712940083607,stop,3
Structural Portfolio MTF,2026-07-03 15:15:00+00:00,2026-07-06 05:15:00+00:00,1,4171.995,4154.426847971014,4.0,-1.0,-1.0237474891674234,stop,1
Structural Frequency M15,2026-07-03 15:15:00+00:00,2026-07-06 05:15:00+00:00,1,4171.995,4154.426847971014,3.0,-1.0,-1.0237474891674234,stop,4
V1 Legacy M15,2026-07-06 05:15:00+00:00,2026-07-06 22:30:00+00:00,-1,4151.835,4167.383246507437,2.0,-0.9068546728568861,-0.9335575875425647,time_exit,3
V1 Legacy M15,2026-07-07 05:15:00+00:00,2026-07-07 11:30:00+00:00,-1,4122.125,4141.72091372602,2.0,-1.0,-1.021035635580119,stop,3
Structural Portfolio MTF,2026-07-07 09:00:00+00:00,2026-07-07 11:30:00+00:00,-1,4125.715,4139.8277352816585,3.0,-1.0,-1.0292339855999566,stop,1
M15-0591 MTF,2026-07-07 11:45:00+00:00,2026-07-07 19:00:00+00:00,1,4147.995,4131.982848080883,3.0,-1.0,-1.025905293810307,stop,0
V1 Legacy M15,2026-07-07 19:00:00+00:00,2026-07-08 08:30:00+00:00,-1,4126.705,4148.893081183531,2.0,2.0,1.9814012533762357,target,3
M15-0591 MTF,2026-07-07 20:15:00+00:00,2026-07-08 03:15:00+00:00,-1,4112.775,4128.586719033077,3.0,-1.0,-1.0260109289280703,stop,0
M15-0591 MTF,2026-07-08 03:30:00+00:00,2026-07-08 08:30:00+00:00,1,4129.485,4112.9619039675445,3.0,-1.0,-1.024992198749488,stop,0
Outcome First M15,2026-07-08 10:45:00+00:00,2026-07-08 14:45:00+00:00,1,4056.915,4039.27081047798,2.0,-1.0,-1.0229929235057067,stop,2
M15-0591 MTF,2026-07-08 15:15:00+00:00,2026-07-08 17:00:00+00:00,-1,4033.655,4062.78781704086,3.0,-1.0,-1.0138457430819088,stop,0
V1 Legacy M15,2026-07-09 00:15:00+00:00,2026-07-09 01:15:00+00:00,1,4087.445,4069.512410027087,2.0,-1.0,-1.0227933890540852,stop,3
V1 Legacy M15,2026-07-09 03:15:00+00:00,2026-07-09 06:00:00+00:00,-1,4058.925,4083.3343119616334,2.0,-1.0,-1.0166285924256278,stop,3
M15-0591 MTF,2026-07-09 06:45:00+00:00,2026-07-09 17:00:00+00:00,1,4102.615,4090.108792101634,3.0,2.011001272678937,1.9781966445027481,time_exit,0
V1 Legacy M15,2026-07-09 08:30:00+00:00,2026-07-09 11:00:00+00:00,1,4114.585,4100.343014921793,2.0,-1.0,-1.0288905301993054,stop,3
Structural Frequency M15,2026-07-09 09:15:00+00:00,2026-07-09 12:15:00+00:00,-1,4108.275,4118.321085720417,2.0,-1.0,-1.0408942857380818,stop,4
V1 Legacy M15,2026-07-09 13:30:00+00:00,2026-07-10 06:45:00+00:00,1,4126.055,4104.0394333743725,2.0,-0.6749769493873671,-0.6937184838214477,time_exit,3
Structural Portfolio MTF,2026-07-10 02:30:00+00:00,2026-07-10 07:45:00+00:00,1,4125.475,4107.803472618514,4.0,-1.0,-1.0233453221724462,stop,1
V1 Legacy M15,2026-07-10 07:45:00+00:00,2026-07-10 14:45:00+00:00,-1,4106.675,4120.448839706001,2.0,2.0,1.9701849659379238,target,3
M15-0591 MTF,2026-07-10 08:15:00+00:00,2026-07-10 12:15:00+00:00,-1,4107.185,4115.101607647201,3.0,-1.0,-1.0518806183536527,stop,0
Structural Frequency M15,2026-07-10 10:15:00+00:00,2026-07-10 13:30:00+00:00,1,4106.225,4093.651846806627,2.0,-1.0,-1.0326586731017018,stop,4
Structural Frequency M15,2026-07-10 16:15:00+00:00,2026-07-12 22:15:00+00:00,1,4110.005,4090.2524258884623,3.0,-1.0,-1.0208074399660108,stop,4
V1 Legacy M15,2026-07-10 18:45:00+00:00,2026-07-10 20:00:00+00:00,-1,4098.635,4107.42207596705,2.0,-1.0,-1.0466439008308268,stop,3
V1 Legacy M15,2026-07-13 03:15:00+00:00,2026-07-13 16:45:00+00:00,-1,4057.795,4088.7614646300267,2.0,2.0,1.986896163160759,target,3
Outcome First M15,2026-07-13 13:45:00+00:00,2026-07-13 14:30:00+00:00,-1,4054.585,4068.1897622056013,3.0,3.0,2.9701973107745268,target,2
M15-0591 MTF,2026-07-13 14:15:00+00:00,2026-07-14 01:30:00+00:00,-1,4035.875,4059.1657350290984,4.0,1.6435720020074447,1.6262437597044097,time_exit,0
V1 Legacy M15,2026-07-13 23:45:00+00:00,2026-07-14 00:45:00+00:00,-1,3995.265,4006.2621326945173,3.0,-1.0,-1.0363300608529697,stop,3
V1 Legacy M15,2026-07-14 05:45:00+00:00,2026-07-14 12:45:00+00:00,1,4031.715,4012.973143993031,2.0,2.0,1.9784881764191293,target,3
M15-0591 MTF,2026-07-14 19:30:00+00:00,2026-07-15 01:15:00+00:00,-1,4051.415,4060.5501968680665,3.0,-1.0,-1.0443495094688364,stop,0
V1 Legacy M15,2026-07-15 00:30:00+00:00,2026-07-15 01:45:00+00:00,1,4058.245,4042.9116391228313,2.0,-1.0,-1.026466767674155,stop,3
M15-0591 MTF,2026-07-15 02:00:00+00:00,2026-07-15 12:15:00+00:00,-1,4036.485,4055.3271175912564,4.0,-0.06156420552953955,-0.08298687726720633,time_exit,0
V1 Legacy M15,2026-07-15 05:15:00+00:00,2026-07-15 11:45:00+00:00,-1,4025.795,4036.635730244319,3.0,-1.0,-1.0371358285767673,stop,3
Structural Portfolio MTF,2026-07-15 19:15:00+00:00,2026-07-16 12:30:00+00:00,-1,4060.665,4081.880477356999,3.0,1.708658230498917,1.689518123813265,time_exit,1
M15-0591 MTF,2026-07-16 02:00:00+00:00,2026-07-16 12:15:00+00:00,-1,4038.665,4046.572552244166,3.0,0.8978758256371797,0.8468023091393343,time_exit,0
V1 Legacy M15,2026-07-16 02:45:00+00:00,2026-07-16 13:15:00+00:00,-1,4027.375,4046.468945378961,2.0,2.0,1.9789075808060201,target,3
Outcome First M15,2026-07-16 09:45:00+00:00,2026-07-16 11:30:00+00:00,-1,4033.995,4038.081013408182,3.0,3.0,2.9012730846178347,target,2
Structural Frequency M15,2026-07-16 09:45:00+00:00,2026-07-16 11:30:00+00:00,-1,4033.995,4038.081013408182,3.0,3.0,2.9012730846178347,target,4
M15-0591 MTF,2026-07-16 13:45:00+00:00,2026-07-16 15:30:00+00:00,-1,3986.135,4009.976767320735,4.0,-1.0,-1.016719125500958,stop,0
V1 Legacy M15,2026-07-16 17:45:00+00:00,2026-07-17 03:30:00+00:00,-1,3981.445,3997.8317051426284,3.0,-1.0,-1.0242968001519885,stop,3
Structural Portfolio MTF,2026-07-17 02:15:00+00:00,2026-07-17 03:30:00+00:00,-1,3980.695,3996.618541385521,4.0,-1.0,-1.0249988046228184,stop,1
Outcome First M15,2026-07-17 11:00:00+00:00,2026-07-17 13:15:00+00:00,-1,3990.635,4000.1590683344125,3.0,3.0,2.9580994711516184,target,2
V1 Legacy M15,2026-07-17 16:00:00+00:00,2026-07-19 23:15:00+00:00,1,4018.915,3990.713692491855,2.0,-1.0,-1.0142508108847055,stop,3
V1 Legacy M15,2026-07-20 03:00:00+00:00,2026-07-20 19:15:00+00:00,1,4021.545,3994.61441216302,2.0,-0.6368223413397,-0.6517553425216414,time_exit,3
V1 Legacy M15,2026-07-20 22:45:00+00:00,2026-07-21 00:15:00+00:00,-1,4003.765,4011.051847869991,2.0,-1.0,-1.0549450883486728,stop,3
M15-0591 MTF,2026-07-21 01:15:00+00:00,2026-07-21 06:45:00+00:00,1,4028.705,4012.895586906287,3.0,3.0,2.974517048949767,target,0
Outcome First M15,2026-07-21 07:30:00+00:00,2026-07-21 18:30:00+00:00,-1,4069.375,4084.480374317168,2.0,-1.0,-1.026939914990223,stop,2
M15-0591 MTF,2026-07-21 13:00:00+00:00,2026-07-21 14:15:00+00:00,-1,4053.715,4064.364674918685,3.0,-1.0,-1.0380642135178018,stop,0
V1 Legacy M15,2026-07-21 14:15:00+00:00,2026-07-22 01:15:00+00:00,1,4065.685,4043.3472608769225,2.0,2.0,1.981799030879541,target,3
Structural Frequency M15,2026-07-21 14:15:00+00:00,2026-07-22 01:15:00+00:00,1,4065.685,4043.3472608769225,2.0,2.0,1.981799030879541,target,4
M15-0591 MTF,2026-07-21 19:30:00+00:00,2026-07-22 02:30:00+00:00,1,4083.855,4070.1496206733004,3.0,3.0,2.9702025394361455,target,0
V1 Legacy M15,2026-07-22 02:45:00+00:00,2026-07-22 08:00:00+00:00,1,4127.725,4110.487396842627,2.0,-1.0,-1.0239460495888864,stop,3
V1 Legacy M15,2026-07-22 12:15:00+00:00,2026-07-22 13:00:00+00:00,1,4127.175,4111.849768970366,2.0,-1.0,-1.0269305891181635,stop,3
M15-0591 MTF,2026-07-22 14:45:00+00:00,2026-07-22 17:45:00+00:00,1,4150.685,4141.402314388723,4.0,-1.0,-1.044714268842172,stop,0
Outcome First M15,2026-07-22 16:30:00+00:00,2026-07-23 07:45:00+00:00,-1,4149.035,4166.623599049952,3.0,3.0,2.9764106567656885,target,2
Structural Portfolio MTF,2026-07-23 00:15:00+00:00,2026-07-23 02:00:00+00:00,1,4126.575,4114.873730148665,4.0,-1.0,-1.0352660442193748,stop,1
Structural Portfolio MTF,2026-07-23 03:00:00+00:00,2026-07-23 07:15:00+00:00,1,4128.085,4111.018823822284,4.0,-1.0,-1.0241886932199264,stop,1
V1 Legacy M15,2026-07-23 11:45:00+00:00,2026-07-23 13:15:00+00:00,-1,4078.585,4095.923943089577,2.0,2.0,1.9764773147998171,target,3
Structural Portfolio MTF,2026-07-23 14:45:00+00:00,2026-07-24 03:00:00+00:00,1,4056.865,4038.617142680189,3.0,-1.0,-1.0222320074565447,stop,1
Outcome First M15,2026-07-23 14:45:00+00:00,2026-07-24 03:00:00+00:00,1,4056.865,4038.617142680189,2.0,-1.0,-1.0222320074565447,stop,2
Structural Frequency M15,2026-07-23 14:45:00+00:00,2026-07-24 03:00:00+00:00,1,4056.865,4038.617142680189,2.0,-1.0,-1.0222320074565447,stop,4
V1 Legacy M15,2026-07-24 00:15:00+00:00,2026-07-24 07:45:00+00:00,-1,4041.385,4051.3055178466925,2.0,-1.0,-1.040737641547084,stop,3
M15-0591 MTF,2026-07-24 03:30:00+00:00,2026-07-24 07:15:00+00:00,-1,4030.135,4042.57526730704,3.0,-1.0,-1.0323958874880395,stop,0
V1 Legacy M15,2026-07-24 10:30:00+00:00,2026-07-24 13:15:00+00:00,1,4061.685,4050.836368994445,2.0,-1.0,-1.0374396087204019,stop,3
Structural Frequency M15,2026-07-24 11:45:00+00:00,2026-07-24 14:00:00+00:00,-1,4055.225,4064.3001000010145,2.0,-1.0,-1.0446851825274281,stop,4
Structural Frequency M15,2026-07-24 14:15:00+00:00,2026-07-27 00:15:00+00:00,1,4058.725,4043.706804103069,3.0,3.0,2.972974616739222,target,4
M15-0591 MTF,2026-07-24 14:30:00+00:00,2026-07-27 01:45:00+00:00,1,4065.955,4047.0684391485815,3.0,1.9357679933165146,1.9142396958568177,time_exit,0
Structural Portfolio MTF,2026-07-27 06:15:00+00:00,2026-07-27 12:30:00+00:00,1,4094.135,4083.4580335647347,4.0,-1.0,-1.0383454890939552,stop,1
V1 Legacy M15,2026-07-27 06:45:00+00:00,2026-07-27 12:30:00+00:00,1,4098.505,4083.4811871042866,3.0,-1.0,-1.0272800588535642,stop,3
Structural Frequency M15,2026-07-27 07:15:00+00:00,2026-07-27 12:30:00+00:00,1,4101.685,4083.5025439827778,2.0,-1.0,-1.022558476127289,stop,4
Outcome First M15,2026-07-27 08:00:00+00:00,2026-07-28 01:15:00+00:00,-1,4088.875,4106.547514894255,3.0,1.762058212219856,1.7389212958020959,time_exit,2
V1 Legacy M15,2026-07-27 14:00:00+00:00,2026-07-27 16:45:00+00:00,-1,4074.085,4090.234656981146,2.0,-1.0,-1.0252270683195084,stop,3
M15-0591 MTF,2026-07-27 14:30:00+00:00,2026-07-27 16:45:00+00:00,-1,4068.115,4090.4005883773752,3.0,-1.0,-1.018254465312345,stop,0
Structural Portfolio MTF,2026-07-27 15:15:00+00:00,2026-07-28 00:15:00+00:00,1,4075.695,4064.259385641956,3.0,-1.0,-1.0356403676478747,stop,1
Structural Frequency M15,2026-07-27 15:15:00+00:00,2026-07-28 00:15:00+00:00,1,4075.695,4064.259385641956,2.0,-1.0,-1.0356403676478747,stop,4
V1 Legacy M15,2026-07-27 22:30:00+00:00,2026-07-28 01:30:00+00:00,-1,4072.225,4084.384069126109,2.0,2.0,1.9665087437388133,target,3
V1 Legacy M15,2026-07-28 09:15:00+00:00,2026-07-28 14:30:00+00:00,-1,4040.875,4055.582329377173,2.0,2.0,1.9725247534996277,target,3
Structural Frequency M15,2026-07-28 09:15:00+00:00,2026-07-28 14:30:00+00:00,-1,4040.875,4055.582329377173,2.0,2.0,1.9725247534996277,target,4
Structural Frequency M15,2026-07-28 17:00:00+00:00,2026-07-29 10:15:00+00:00,-1,4037.445,4047.764431369461,3.0,0.559139335630031,0.5200146507956671,time_exit,4
V1 Legacy M15,2026-07-28 18:45:00+00:00,2026-07-29 06:30:00+00:00,-1,4024.275,4042.1521654629178,2.0,-1.0,-1.0225106995197168,stop,3
Structural Portfolio MTF,2026-07-29 03:30:00+00:00,2026-07-29 05:45:00+00:00,-1,4026.595,4038.526569136034,4.0,-1.0,-1.0337474053420128,stop,1
M15-0591 MTF,2026-07-29 06:30:00+00:00,2026-07-29 10:45:00+00:00,1,4040.885,4028.7643609649595,3.0,-1.0,-1.0333388774990973,stop,0
V1 Legacy M15,2026-07-29 07:15:00+00:00,2026-07-29 10:15:00+00:00,1,4045.175,4030.716120388285,2.0,-1.0,-1.0279770985624812,stop,3
Outcome First M15,2026-07-29 10:45:00+00:00,2026-07-29 17:15:00+00:00,-1,4027.175,4038.0558869956076,3.0,-1.0,-1.0370114587314965,stop,2
M15-0591 MTF,2026-07-29 13:15:00+00:00,2026-07-29 17:00:00+00:00,-1,4015.495,4028.0696016418956,4.0,-1.0,-1.0319333774091204,stop,0
V1 Legacy M15,2026-07-29 14:00:00+00:00,2026-07-29 17:00:00+00:00,-1,4007.055,4026.990566468827,3.0,-1.0,-1.02010003079805,stop,3
Structural Portfolio MTF,2026-07-29 19:45:00+00:00,2026-07-30 13:00:00+00:00,-1,4069.105,4117.801141773004,3.0,0.007187427735680301,-0.0011686860175776966,time_exit,1
V1 Legacy M15,2026-07-30 05:45:00+00:00,2026-07-30 08:30:00+00:00,-1,4033.075,4056.0040613430924,2.0,-1.0,-1.0175893593708534,stop,3
M15-0591 MTF,2026-07-30 06:15:00+00:00,2026-07-30 08:15:00+00:00,-1,4032.215,4052.4878736117107,3.0,-1.0,-1.0198897062016448,stop,0
M15-0591 MTF,2026-07-30 09:15:00+00:00,2026-07-30 14:00:00+00:00,1,4065.705,4050.70255420281,3.0,3.0,2.9728997187861093,target,0
V1 Legacy M15,2026-07-30 10:30:00+00:00,2026-07-30 14:00:00+00:00,1,4076.255,4059.1143586421904,2.0,2.0,1.9762187720114526,target,3
M15-0591 MTF,2026-07-30 14:45:00+00:00,2026-07-30 15:15:00+00:00,1,4110.475,4083.950830591243,3.0,-1.0,-1.0154970922431332,stop,0
V1 Legacy M15,2026-07-30 19:30:00+00:00,2026-07-31 00:30:00+00:00,1,4112.565,4097.609238879447,2.0,-1.0,-1.0274981993015946,stop,3
